data,ch1,ch2,ch3,ch4,ch5,ch6,ch7,ch8,ch9,ch10,ch11,ch12,ch13,ch14,ch15,ch16,ch17
2024-08-24 00:00:01+00:00,-48.81,-64.25,-65.99,-46.6,-65.1,-43.44,-48.54,-60.01,-49.11,-38.74,-50.4,-49.37,-52.48,-46.35,-45.07,-40.29,-52.07
2024-08-24 00:01:01+00:00,-48.24,-63.19,-66.39,-46.28,-65.55,-43.76,-48.39,-60.1,-50.14,-39.08,-50.36,-49.21,-51.96,-45.58,-45.47,-40.22,-53.66
2024-08-24 00:02:01+00:00,-49.45,-63.57,-65.77,-46.67,-65.01,-43.54,-48.17,-60.35,-50.13,-39.7,-50.2,-49.15,-51.89,-45.65,-45.34,-40.04,-52.68
2024-08-24 00:03:01+00:00,-48.88,-63.13,-65.57,-46.79,-65.29,-43.64,-48.24,-60.46,-50.04,-40.05,-50.2,-49.32,-51.93,-45.79,-45.3,-40.35,-58.51
2024-08-24 00:04:01+00:00,-50.1,-63.32,-66.24,-46.67,-65.2,-43.59,-48.41,-60.47,-50.06,-39.36,-49.96,-49.68,-51.97,-46.58,-45.62,-40.9,-58.73
2024-08-24 00:05:01+00:00,-48.93,-63.82,-66.6,-46.65,-64.23,-43.69,-48.49,-59.43,-50.18,-39.07,-50.12,-49.63,-51.84,-46.51,-45.33,-41.74,-55.67
2024-08-24 00:06:01+00:00,-48.5,-62.93,-66.69,-46.3,-64.01,-43.78,-48.74,-63.2,-50.17,-38.73,-49.8,-49.29,-51.32,-45.23,-45.53,-42.54,-59.03
2024-08-24 00:07:01+00:00,-49.99,-63.25,-66.66,-47.16,-65.82,-43.52,-48.67,-63.46,-49.99,-38.67,-50.06,-49.19,-51.3,-45.5,-45.34,-43.21,-55.96
2024-08-24 00:08:01+00:00,-48.0,-63.1,-65.94,-46.78,-63.78,-43.48,-48.66,-60.43,-48.7,-38.76,-50.1,-49.05,-51.44,-45.29,-45.44,-44.46,-53.64
2024-08-24 00:09:01+00:00,-47.95,-63.26,-65.95,-47.2,-64.77,-43.47,-48.37,-62.97,-48.75,-38.87,-49.89,-48.43,-51.38,-45.74,-45.6,-44.87,-55.7
2024-08-24 00:10:01+00:00,-48.42,-63.04,-65.67,-47.71,-65.03,-43.45,-48.89,-63.05,-48.38,-38.81,-49.96,-48.49,-51.26,-45.75,-45.66,-44.6,-52.75
2024-08-24 00:11:01+00:00,-48.39,-61.63,-65.69,-48.03,-64.33,-43.42,-48.78,-63.31,-47.88,-38.92,-49.64,-48.57,-51.55,-45.18,-46.19,-43.61,-53.72
2024-08-24 00:12:01+00:00,-47.6,-62.25,-65.95,-48.59,-64.36,-43.44,-48.91,-63.38,-48.03,-38.86,-49.57,-48.38,-51.55,-46.43,-46.36,-43.35,-53.71
2024-08-24 00:13:01+00:00,-48.69,-63.16,-64.21,-48.27,-65.1,-43.45,-48.81,-63.58,-48.5,-38.4,-49.57,-48.22,-51.47,-47.12,-46.51,-42.96,-53.87
2024-08-24 00:14:01+00:00,-47.3,-62.79,-65.27,-47.94,-65.05,-43.51,-49.13,-63.1,-49.05,-38.45,-49.67,-48.09,-51.53,-48.9,-46.75,-42.77,-52.91
2024-08-24 00:15:01+00:00,-48.54,-63.52,-64.92,-48.0,-65.02,-43.47,-49.0,-63.49,-49.07,-38.64,-49.5,-48.25,-51.66,-51.59,-47.05,-42.34,-52.92
2024-08-24 00:16:01+00:00,-47.75,-63.75,-65.23,-48.04,-66.31,-43.51,-49.14,-63.18,-49.14,-38.89,-49.33,-47.95,-51.78,-53.0,-46.99,-41.17,-53.79
2024-08-24 00:17:01+00:00,-48.11,-62.53,-65.1,-47.39,-64.84,-43.54,-49.18,-62.87,-48.89,-39.07,-49.32,-47.9,-51.95,-54.07,-46.92,-41.54,-52.91
2024-08-24 00:18:01+00:00,-49.49,-62.21,-64.87,-47.64,-65.33,-43.78,-49.37,-62.51,-49.21,-38.53,-49.47,-47.97,-51.85,-54.3,-47.51,-42.17,-53.88
2024-08-24 00:19:01+00:00,-48.1,-63.3,-64.52,-47.79,-64.02,-43.67,-48.58,-61.0,-46.8,-38.39,-49.57,-48.12,-51.92,-56.91,-46.99,-42.56,-52.96
2024-08-24 00:20:01+00:00,-49.03,-63.2,-64.57,-47.81,-65.25,-43.67,-49.28,-60.88,-46.35,-38.25,-49.58,-48.12,-52.01,-56.67,-47.07,-42.09,-53.05
2024-08-24 00:21:01+00:00,-49.51,-63.11,-64.58,-47.99,-64.7,-43.6,-48.97,-61.59,-46.48,-38.47,-49.68,-48.22,-52.24,-58.8,-46.86,-41.98,-52.97
2024-08-24 00:22:02+00:00,-49.56,-63.58,-65.07,-47.84,-64.64,-43.72,-49.18,-61.49,-48.59,-38.1,-49.53,-48.14,-52.41,-59.14,-46.6,-41.64,-53.86
2024-08-24 00:23:01+00:00,-49.12,-63.69,-64.63,-47.59,-65.18,-43.6,-49.28,-61.68,-47.53,-37.55,-49.71,-48.36,-52.6,-58.81,-46.82,-41.99,-52.99
2024-08-24 00:24:01+00:00,-50.99,-63.44,-64.34,-47.46,-64.8,-43.59,-49.63,-61.24,-46.9,-37.32,-49.63,-48.27,-52.64,-53.04,-46.02,-41.79,-53.0
2024-08-24 00:25:01+00:00,-50.12,-61.81,-65.04,-47.33,-64.56,-43.63,-49.57,-61.04,-48.72,-37.51,-49.84,-48.17,-53.07,-50.33,-46.31,-40.94,-52.94
2024-08-24 00:26:01+00:00,-51.07,-62.77,-64.88,-47.29,-64.59,-43.4,-49.7,-61.07,-48.34,-37.71,-49.79,-48.39,-53.25,-49.01,-46.68,-40.53,-59.03
2024-08-24 00:27:01+00:00,-50.62,-61.94,-65.25,-47.43,-65.82,-43.81,-50.03,-63.64,-48.34,-38.12,-49.82,-48.23,-53.24,-49.9,-46.53,-39.6,-53.02
2024-08-24 00:28:01+00:00,-50.81,-63.38,-65.47,-47.27,-64.92,-43.53,-50.0,-61.42,-48.3,-38.15,-49.75,-47.9,-53.06,-51.59,-46.47,-39.38,-58.92
2024-08-24 00:29:01+00:00,-50.84,-63.96,-65.38,-48.01,-64.01,-43.62,-50.02,-60.87,-48.57,-38.69,-49.83,-47.72,-52.84,-52.11,-46.26,-38.81,-59.1
2024-08-24 00:30:01+00:00,-50.5,-62.49,-65.05,-47.34,-65.28,-43.55,-50.24,-61.25,-48.32,-38.77,-49.8,-47.51,-52.58,-51.6,-46.31,-37.89,-58.5
2024-08-24 00:31:01+00:00,-50.57,-62.71,-65.54,-47.19,-64.6,-43.45,-50.72,-61.17,-48.49,-38.75,-49.76,-48.03,-52.52,-51.47,-46.09,-37.66,-58.99
2024-08-24 00:32:01+00:00,-50.4,-63.22,-65.43,-47.32,-64.44,-43.34,-50.69,-61.06,-48.76,-39.09,-49.84,-47.96,-52.56,-50.22,-46.09,-37.37,-59.1
2024-08-24 00:33:01+00:00,-50.66,-62.48,-65.34,-47.37,-64.23,-43.17,-50.55,-61.21,-48.46,-38.84,-50.04,-48.23,-52.8,-50.02,-45.32,-36.94,-59.18
2024-08-24 00:34:01+00:00,-50.6,-62.96,-65.42,-47.31,-64.94,-43.17,-50.39,-61.12,-48.66,-38.33,-50.04,-48.5,-53.01,-49.78,-45.37,-37.44,-59.06
2024-08-24 00:35:01+00:00,-50.78,-62.72,-65.46,-46.86,-64.22,-43.32,-51.26,-60.2,-49.14,-38.27,-49.88,-48.66,-53.24,-49.6,-44.73,-38.31,-59.3
2024-08-24 00:36:01+00:00,-49.89,-61.75,-65.38,-46.98,-64.25,-43.34,-49.27,-63.1,-49.27,-38.05,-49.77,-48.6,-53.51,-49.49,-44.64,-38.48,-59.23
2024-08-24 00:37:02+00:00,-49.39,-62.88,-65.87,-46.9,-64.91,-43.26,-49.82,-63.59,-49.27,-37.78,-49.73,-48.6,-53.47,-48.8,-44.59,-39.09,-59.18
2024-08-24 00:38:01+00:00,-49.01,-62.42,-65.35,-46.45,-64.33,-43.16,-49.89,-63.31,-49.19,-37.92,-49.73,-48.7,-53.57,-49.03,-44.56,-40.08,-58.6
2024-08-24 00:39:01+00:00,-48.64,-62.4,-64.96,-46.28,-63.81,-43.28,-49.87,-62.84,-49.48,-38.53,-49.6,-48.86,-53.6,-49.54,-44.49,-40.37,-58.97
2024-08-24 00:40:01+00:00,-48.88,-63.05,-65.74,-46.68,-64.99,-43.39,-49.85,-63.34,-49.32,-38.99,-49.65,-48.96,-53.59,-50.73,-44.57,-40.67,-59.23
2024-08-24 00:41:01+00:00,-48.5,-63.66,-66.12,-46.34,-64.52,-43.29,-49.73,-63.56,-49.19,-39.44,-49.61,-48.95,-53.8,-51.09,-44.44,-41.98,-59.45
2024-08-24 00:42:01+00:00,-49.34,-62.93,-66.28,-46.08,-65.01,-43.08,-49.51,-63.23,-50.09,-39.48,-49.61,-48.9,-53.99,-54.29,-44.42,-41.88,-59.43
2024-08-24 00:43:01+00:00,-49.51,-63.15,-66.8,-46.14,-65.18,-43.08,-49.54,-63.17,-49.86,-39.46,-49.58,-48.83,-54.31,-57.48,-44.37,-43.43,-59.44
2024-08-24 00:44:01+00:00,-47.97,-61.84,-65.94,-46.18,-64.89,-43.42,-49.59,-62.82,-49.82,-39.66,-49.77,-48.82,-54.45,-55.71,-44.31,-42.15,-59.35
2024-08-24 00:45:01+00:00,-49.34,-62.9,-66.85,-46.04,-64.84,-43.18,-50.26,-62.97,-49.88,-39.29,-49.94,-48.53,-54.76,-55.29,-44.25,-41.49,-59.37
2024-08-24 00:46:01+00:00,-49.86,-63.76,-66.89,-46.35,-65.02,-43.13,-50.0,-64.0,-49.96,-38.95,-49.85,-48.69,-54.98,-54.89,-44.45,-41.21,-59.43
2024-08-24 00:47:01+00:00,-49.82,-63.58,-67.01,-46.88,-65.61,-43.14,-49.88,-63.48,-49.88,-39.14,-49.66,-48.72,-55.59,-53.69,-44.43,-42.0,-59.59
2024-08-24 00:48:01+00:00,-49.74,-62.67,-66.55,-46.7,-64.03,-43.35,-50.21,-61.36,-49.89,-39.2,-49.72,-48.75,-55.29,-51.91,-44.49,-43.54,-58.89
2024-08-24 00:49:01+00:00,-49.35,-63.25,-67.16,-46.46,-64.67,-43.12,-50.9,-61.42,-49.83,-39.53,-49.85,-48.96,-55.29,-50.44,-44.61,-43.0,-58.98
2024-08-24 00:50:01+00:00,-49.35,-63.39,-66.84,-46.59,-65.24,-43.34,-50.95,-61.47,-49.83,-39.37,-49.74,-49.18,-55.65,-50.61,-44.47,-42.24,-59.18
2024-08-24 00:51:01+00:00,-49.27,-63.92,-66.97,-46.65,-64.06,-43.45,-50.44,-61.52,-49.91,-39.03,-49.56,-48.99,-56.25,-49.97,-44.57,-41.93,-59.3
2024-08-24 00:52:01+00:00,-50.06,-63.06,-66.93,-46.31,-65.4,-43.2,-50.04,-61.38,-48.7,-38.86,-49.54,-48.96,-56.35,-49.37,-44.31,-42.22,-59.02
2024-08-24 00:53:01+00:00,-49.37,-63.31,-66.01,-46.34,-65.22,-43.31,-49.9,-61.64,-47.9,-38.51,-49.63,-49.03,-55.63,-49.39,-44.44,-42.19,-58.65
2024-08-24 00:54:01+00:00,-49.41,-61.95,-66.53,-46.08,-66.0,-43.38,-49.86,-61.29,-47.76,-38.46,-49.59,-49.22,-54.8,-49.9,-44.43,-42.13,-59.17
2024-08-24 00:55:01+00:00,-48.85,-62.76,-66.0,-46.07,-63.54,-43.26,-49.64,-61.33,-48.59,-38.73,-49.79,-48.95,-54.32,-50.0,-44.49,-43.27,-59.04
2024-08-24 00:56:01+00:00,-49.93,-63.26,-65.67,-46.07,-65.09,-43.24,-49.63,-61.08,-48.58,-39.49,-49.57,-49.03,-54.23,-49.86,-44.8,-43.72,-59.0
2024-08-24 00:57:01+00:00,-50.68,-63.86,-66.02,-46.14,-65.27,-43.31,-49.47,-63.48,-48.99,-40.12,-49.48,-49.05,-53.95,-49.68,-44.72,-43.57,-59.19
2024-08-24 00:58:01+00:00,-49.73,-63.63,-66.73,-46.38,-66.26,-43.08,-49.73,-62.34,-49.14,-40.36,-49.67,-48.9,-54.02,-48.97,-44.95,-43.88,-58.58
2024-08-24 00:59:01+00:00,-49.34,-62.49,-66.53,-46.24,-65.84,-43.28,-49.95,-61.34,-49.12,-40.52,-49.44,-48.85,-53.89,-48.65,-45.07,-44.55,-58.53
2024-08-24 01:00:01+00:00,-48.58,-62.94,-66.1,-46.28,-64.76,-43.13,-50.08,-61.28,-49.17,-40.72,-49.4,-48.85,-53.55,-49.09,-45.16,-45.73,-59.06
2024-08-24 01:01:01+00:00,-49.58,-63.55,-66.15,-46.4,-65.5,-43.29,-49.83,-61.21,-49.18,-40.79,-49.7,-49.04,-53.34,-48.96,-45.04,-44.25,-59.01
2024-08-24 01:02:01+00:00,-49.16,-64.26,-66.64,-46.51,-64.23,-43.15,-49.88,-61.57,-49.12,-40.82,-49.68,-48.94,-52.91,-48.28,-44.72,-44.25,-59.29
2024-08-24 01:03:01+00:00,-50.04,-63.6,-66.33,-46.36,-65.55,-43.05,-49.83,-61.37,-49.06,-40.19,-49.41,-48.86,-52.81,-47.19,-44.75,-45.05,-59.12
2024-08-24 01:04:01+00:00,-49.01,-63.64,-66.32,-46.26,-64.83,-43.11,-49.89,-61.17,-49.06,-39.71,-49.35,-48.83,-52.81,-45.99,-45.28,-45.23,-58.67
2024-08-24 01:05:01+00:00,-49.61,-62.71,-66.23,-46.69,-64.57,-43.12,-49.59,-61.83,-48.34,-39.57,-49.3,-48.7,-52.56,-45.55,-45.79,-43.57,-58.92
2024-08-24 01:06:01+00:00,-48.76,-63.58,-66.54,-46.72,-64.01,-43.19,-50.3,-63.5,-48.37,-40.1,-49.41,-48.75,-52.23,-44.93,-46.07,-43.93,-59.04
2024-08-24 01:07:01+00:00,-49.74,-63.87,-66.6,-46.66,-63.94,-43.12,-50.64,-62.97,-48.46,-40.62,-49.51,-48.9,-52.07,-43.66,-46.32,-44.64,-59.04
2024-08-24 01:08:01+00:00,-48.21,-62.94,-66.46,-46.99,-65.68,-43.14,-50.79,-61.66,-49.45,-40.74,-49.73,-49.12,-51.97,-43.19,-46.18,-44.88,-58.61
