data,ch1,ch2,ch3,ch4,ch5,ch6,ch7,ch8,ch9,ch10,ch11,ch12,ch13,ch14,ch15,ch16,ch17
2024-08-26 00:00:01+00:00,-51.86,-60.26,-65.17,-59.18,-65.63,-43.8,-50.53,-60.44,-53.0,-33.33,-51.52,-49.83,-51.23,-45.55,-45.13,-41.44,-53.57
2024-08-26 00:01:01+00:00,-52.24,-58.09,-61.3,-57.9,-64.28,-43.67,-50.49,-59.27,-52.89,-33.47,-52.28,-49.74,-51.39,-44.41,-44.96,-41.07,-53.54
2024-08-26 00:02:01+00:00,-52.21,-58.48,-61.91,-58.42,-63.67,-43.63,-50.56,-59.21,-50.03,-33.34,-52.12,-49.87,-51.22,-43.41,-44.99,-40.29,-55.57
2024-08-26 00:03:01+00:00,-52.36,-60.44,-63.96,-58.42,-66.09,-43.79,-50.71,-59.57,-51.29,-33.54,-52.13,-49.8,-50.89,-42.75,-44.86,-39.77,-52.86
2024-08-26 00:04:01+00:00,-51.85,-58.12,-62.41,-57.87,-65.5,-43.88,-50.65,-59.76,-52.79,-33.75,-51.65,-49.8,-50.63,-42.7,-45.05,-39.11,-52.78
2024-08-26 00:05:01+00:00,-51.89,-58.43,-61.96,-58.28,-64.63,-43.88,-50.36,-59.4,-53.77,-33.69,-51.32,-49.71,-49.94,-42.88,-45.13,-37.73,-52.98
2024-08-26 00:06:01+00:00,-52.25,-60.21,-65.89,-58.93,-65.0,-43.93,-50.19,-62.79,-54.2,-33.93,-51.53,-50.22,-50.1,-43.12,-45.24,-36.95,-55.55
2024-08-26 00:07:01+00:00,-51.26,-57.83,-62.53,-58.48,-64.42,-43.83,-50.14,-61.22,-51.29,-34.06,-50.64,-49.84,-50.82,-43.02,-45.38,-36.14,-53.53
2024-08-26 00:08:01+00:00,-51.92,-58.24,-61.86,-58.34,-65.15,-43.87,-50.03,-59.02,-52.96,-34.29,-51.56,-49.5,-51.33,-43.17,-45.41,-35.86,-53.45
2024-08-26 00:09:01+00:00,-51.56,-60.2,-64.47,-59.27,-64.3,-43.75,-50.04,-61.49,-49.73,-34.23,-51.62,-49.53,-51.9,-43.45,-45.51,-36.07,-52.89
