data,ch1,ch2,ch3,ch4,ch5,ch6,ch7,ch8,ch9,ch10,ch11,ch12,ch13,ch14,ch15,ch16,ch17
2024-08-27 00:00:01+00:00,-53.57,-59.43,-61.85,-57.65,-62.85,-52.85,-47.29,-54.15,-54.89,-40.81,-50.97,-47.85,-53.55,-41.89,-44.32,-36.6,-57.05
2024-08-27 00:01:01+00:00,-53.47,-59.47,-62.36,-58.06,-63.38,-52.61,-47.69,-59.53,-54.62,-41.39,-58.52,-48.08,-53.27,-41.51,-44.36,-36.4,-56.38
2024-08-27 00:02:01+00:00,-53.62,-60.82,-62.81,-57.72,-63.92,-52.7,-47.73,-59.87,-54.72,-41.97,-60.15,-48.19,-53.52,-41.52,-44.16,-36.35,-57.38
2024-08-27 00:03:01+00:00,-52.61,-59.76,-61.75,-57.66,-63.18,-52.57,-47.87,-59.36,-54.49,-42.27,-54.21,-48.13,-53.74,-41.5,-43.96,-35.97,-56.33
2024-08-27 00:04:01+00:00,-51.31,-60.43,-63.48,-58.15,-64.23,-52.62,-47.32,-57.84,-54.61,-41.49,-53.47,-48.18,-53.64,-41.57,-44.07,-36.27,-55.7
2024-08-27 00:05:01+00:00,-52.07,-60.11,-61.94,-57.69,-63.18,-52.58,-46.89,-55.68,-54.57,-41.53,-52.19,-47.99,-53.7,-41.86,-44.45,-36.33,-56.18
2024-08-27 00:06:01+00:00,-52.76,-60.16,-61.74,-57.42,-63.8,-52.34,-47.19,-54.02,-58.51,-41.45,-50.57,-47.99,-53.44,-41.89,-44.34,-36.64,-56.13
2024-08-27 00:07:01+00:00,-53.18,-59.93,-63.05,-57.33,-65.76,-52.61,-47.05,-52.95,-59.19,-41.51,-50.69,-48.26,-53.92,-41.13,-44.8,-36.93,-54.87
2024-08-27 00:08:01+00:00,-52.09,-59.69,-61.85,-56.84,-63.11,-52.56,-47.58,-52.73,-58.19,-41.59,-50.77,-48.27,-53.99,-41.07,-45.04,-37.27,-56.65
2024-08-27 00:09:01+00:00,-52.19,-59.75,-61.42,-58.08,-64.38,-52.31,-47.36,-60.36,-56.3,-41.84,-50.58,-48.42,-54.35,-41.14,-44.9,-37.34,-57.07
2024-08-27 00:10:01+00:00,-52.49,-62.54,-64.72,-58.62,-65.32,-52.62,-47.45,-62.38,-56.7,-42.05,-50.76,-48.82,-54.82,-40.64,-45.04,-37.75,-57.43
2024-08-27 00:11:01+00:00,-53.2,-59.37,-61.29,-58.33,-63.11,-52.47,-46.91,-59.4,-55.81,-43.23,-50.65,-48.95,-54.49,-40.77,-44.99,-37.4,-56.98
2024-08-27 00:12:01+00:00,-53.46,-59.99,-62.53,-58.57,-63.97,-52.52,-46.79,-60.36,-56.15,-43.78,-50.36,-49.25,-55.03,-41.37,-44.88,-36.7,-57.46
2024-08-27 00:13:01+00:00,-54.09,-62.52,-63.29,-58.49,-65.92,-52.12,-46.18,-61.86,-53.01,-43.33,-50.18,-49.33,-55.15,-41.88,-44.88,-36.35,-57.58
2024-08-27 00:14:01+00:00,-53.74,-58.92,-61.56,-57.79,-64.79,-51.66,-45.86,-60.26,-51.97,-42.7,-49.92,-49.24,-55.43,-42.15,-44.49,-35.82,-57.17
2024-08-27 00:15:01+00:00,-53.41,-59.38,-61.23,-58.09,-63.28,-51.52,-45.8,-57.76,-52.86,-42.74,-50.24,-49.07,-55.43,-41.59,-45.05,-35.54,-55.45
2024-08-27 00:16:01+00:00,-54.64,-61.79,-59.7,-58.77,-65.16,-51.28,-46.13,-59.75,-53.01,-42.13,-50.26,-49.02,-55.66,-40.98,-44.93,-35.26,-56.59
2024-08-27 00:17:01+00:00,-53.8,-59.04,-60.8,-57.02,-64.17,-51.0,-46.28,-57.29,-52.82,-41.65,-50.06,-48.83,-55.67,-40.46,-44.59,-35.95,-54.44
