data,ch1,ch2,ch3,ch4,ch5,ch6,ch7,ch8,ch9,ch10,ch11,ch12,ch13,ch14,ch15,ch16,ch17
2024-08-06 00:00:01+00:00,-53.11,-59.46,-65.49,-61.5,-63.74,-44.63,-52.36,-64.88,-55.88,-41.47,-48.54,-43.56,-53.04,-39.89,-54.54,-36.61,-59.29
2024-08-06 00:01:01+00:00,-53.28,-59.62,-65.55,-61.65,-65.07,-44.66,-52.04,-64.86,-55.84,-40.96,-48.67,-43.71,-53.25,-40.07,-54.64,-36.29,-59.12
2024-08-06 00:02:01+00:00,-52.75,-59.31,-65.13,-61.75,-62.64,-44.62,-52.54,-64.77,-55.79,-40.61,-48.76,-43.8,-53.29,-40.35,-55.16,-35.87,-55.31
2024-08-06 00:03:01+00:00,-52.55,-59.22,-65.47,-61.51,-63.26,-44.6,-52.42,-64.85,-55.8,-41.23,-48.68,-43.72,-53.65,-40.36,-54.96,-35.63,-59.32
2024-08-06 00:04:01+00:00,-52.14,-59.29,-65.51,-61.42,-63.84,-44.66,-52.2,-64.49,-55.76,-42.29,-48.57,-43.57,-54.09,-40.71,-55.63,-35.52,-59.49
2024-08-06 00:05:01+00:00,-52.36,-59.26,-65.31,-61.44,-63.8,-44.7,-52.43,-64.82,-55.52,-42.18,-48.48,-43.62,-54.56,-40.12,-55.61,-36.09,-59.37
2024-08-06 00:06:01+00:00,-52.38,-59.4,-65.54,-61.47,-62.68,-44.71,-52.22,-64.46,-55.56,-41.87,-48.73,-43.51,-54.6,-40.4,-55.33,-36.44,-59.19
2024-08-06 00:07:01+00:00,-52.57,-59.35,-65.65,-61.49,-65.79,-44.74,-52.94,-64.77,-55.57,-41.83,-48.62,-43.42,-54.84,-40.47,-53.9,-36.52,-59.31
2024-08-06 00:08:01+00:00,-52.69,-59.42,-65.79,-61.83,-63.39,-44.73,-52.64,-64.8,-54.96,-41.63,-48.57,-43.36,-55.3,-40.46,-52.67,-36.27,-58.31
2024-08-06 00:09:01+00:00,-52.86,-59.31,-65.8,-61.71,-64.74,-44.77,-52.52,-64.94,-54.99,-41.8,-48.65,-43.35,-55.46,-40.18,-52.64,-35.65,-59.01
2024-08-06 00:10:01+00:00,-52.59,-64.35,-65.98,-61.93,-65.3,-44.75,-52.46,-64.95,-55.03,-42.72,-48.53,-43.43,-55.92,-39.74,-52.91,-37.14,-58.75
2024-08-06 00:11:01+00:00,-52.69,-64.43,-66.12,-61.64,-63.44,-44.82,-52.05,-65.11,-55.04,-42.21,-48.54,-43.61,-56.26,-39.8,-52.98,-38.45,-59.46
2024-08-06 00:12:01+00:00,-53.03,-65.33,-66.19,-62.07,-63.87,-44.86,-52.45,-65.36,-54.89,-42.03,-48.4,-43.66,-56.37,-39.63,-52.84,-37.08,-59.64
2024-08-06 00:13:01+00:00,-52.82,-64.94,-66.24,-62.18,-64.26,-44.91,-52.87,-65.16,-59.62,-42.18,-48.14,-43.83,-56.62,-39.82,-53.67,-36.72,-59.58
2024-08-06 00:14:01+00:00,-52.84,-64.95,-65.63,-61.97,-64.07,-44.92,-52.77,-63.95,-59.56,-41.31,-48.51,-43.67,-57.0,-40.2,-53.89,-36.4,-59.2
2024-08-06 00:15:01+00:00,-52.78,-65.08,-65.66,-61.54,-63.31,-44.9,-53.01,-63.63,-59.53,-40.73,-48.63,-43.51,-57.0,-39.88,-53.51,-37.35,-58.96
2024-08-06 00:16:01+00:00,-52.85,-64.82,-65.6,-61.84,-63.42,-44.88,-52.88,-63.69,-59.41,-40.64,-48.58,-43.54,-57.53,-40.03,-53.05,-38.37,-59.23
2024-08-06 00:17:02+00:00,-52.63,-63.95,-65.2,-61.45,-65.44,-44.86,-52.58,-64.4,-58.49,-40.62,-48.66,-43.6,-57.37,-40.17,-53.93,-38.39,-59.57
2024-08-06 00:18:01+00:00,-52.68,-64.78,-65.27,-61.58,-63.95,-44.89,-52.79,-64.72,-58.3,-40.22,-48.7,-43.71,-57.79,-40.22,-54.67,-38.8,-59.66
2024-08-06 00:19:01+00:00,-52.56,-64.37,-65.39,-61.85,-63.36,-44.88,-52.42,-64.88,-58.39,-40.02,-49.12,-44.04,-57.77,-40.03,-55.25,-40.2,-59.78
2024-08-06 00:20:01+00:00,-52.99,-64.92,-65.19,-61.6,-64.88,-44.9,-52.46,-64.39,-58.71,-40.71,-49.11,-43.91,-57.74,-39.94,-55.94,-39.32,-59.46
2024-08-06 00:21:01+00:00,-52.59,-64.73,-65.51,-61.64,-63.89,-45.0,-52.42,-64.74,-53.99,-40.53,-49.59,-43.95,-57.77,-39.75,-55.43,-37.61,-59.38
2024-08-06 00:22:01+00:00,-52.89,-64.6,-65.25,-61.57,-63.46,-44.9,-52.43,-64.41,-53.89,-40.02,-49.68,-44.07,-58.62,-39.84,-56.1,-37.78,-59.45
2024-08-06 00:23:01+00:00,-53.0,-64.48,-65.68,-61.64,-63.93,-44.9,-52.29,-64.23,-53.9,-40.49,-49.79,-43.88,-58.81,-39.69,-57.05,-40.76,-59.61
2024-08-06 00:24:01+00:00,-53.06,-64.27,-65.58,-61.05,-64.5,-44.92,-53.96,-64.44,-53.93,-41.12,-49.98,-43.69,-58.94,-39.94,-57.28,-41.76,-59.65
2024-08-06 00:25:01+00:00,-53.01,-64.75,-65.45,-61.46,-63.62,-44.93,-53.12,-64.55,-53.9,-41.23,-50.47,-43.55,-58.88,-39.67,-56.89,-43.1,-59.61
2024-08-06 00:26:01+00:00,-53.13,-64.57,-65.35,-61.44,-63.84,-44.91,-52.97,-64.58,-54.07,-40.9,-50.76,-43.74,-58.92,-39.31,-57.03,-43.37,-59.8
