data,ch1,ch2,ch3,ch4,ch5,ch6,ch7,ch8,ch9,ch10,ch11,ch12,ch13,ch14,ch15,ch16,ch17
2024-08-15 00:00:01+00:00,-53.48,-62.48,-62.96,-60.29,-65.24,-59.23,-51.0,-61.85,-49.19,-32.69,-46.9,-50.27,-54.04,-55.2,-43.96,-34.82,-59.13
2024-08-15 00:01:01+00:00,-53.5,-62.98,-63.76,-60.63,-65.02,-59.14,-50.83,-61.99,-49.27,-32.62,-46.71,-50.36,-53.38,-55.44,-43.83,-34.99,-57.91
2024-08-15 00:02:01+00:00,-53.19,-63.63,-63.37,-60.72,-64.69,-59.18,-50.83,-62.31,-48.79,-32.69,-46.78,-50.4,-53.07,-57.4,-44.08,-35.67,-59.27
2024-08-15 00:03:01+00:00,-52.93,-63.55,-63.26,-60.39,-64.86,-59.26,-51.21,-62.25,-49.59,-32.48,-46.57,-50.18,-52.87,-58.24,-44.19,-36.29,-59.07
2024-08-15 00:04:01+00:00,-53.07,-63.48,-63.37,-60.58,-65.73,-59.21,-51.41,-62.52,-48.9,-32.35,-46.76,-50.04,-52.46,-62.46,-44.31,-37.14,-59.3
2024-08-15 00:05:01+00:00,-52.52,-63.31,-63.57,-60.28,-63.94,-59.09,-51.33,-61.71,-49.05,-32.48,-46.5,-50.25,-52.43,-60.32,-44.69,-37.51,-59.45
2024-08-15 00:06:01+00:00,-51.63,-63.45,-63.68,-60.46,-65.06,-59.28,-51.08,-62.37,-49.51,-32.62,-46.65,-50.36,-52.23,-57.32,-44.72,-37.69,-59.47
2024-08-15 00:07:01+00:00,-52.38,-63.7,-63.99,-60.84,-64.85,-59.22,-50.94,-62.18,-49.71,-32.81,-46.76,-50.51,-52.45,-57.76,-45.21,-37.08,-58.98
2024-08-15 00:08:01+00:00,-51.97,-62.94,-63.59,-60.33,-64.03,-59.29,-51.49,-62.07,-49.65,-33.13,-46.88,-50.67,-52.54,-55.14,-45.13,-37.42,-56.78
2024-08-15 00:09:01+00:00,-52.31,-63.02,-63.03,-60.73,-64.42,-58.98,-51.21,-62.05,-48.66,-33.38,-46.83,-50.43,-51.98,-52.41,-45.1,-37.89,-59.22
2024-08-15 00:10:01+00:00,-51.16,-62.49,-63.41,-60.58,-65.16,-59.08,-50.84,-62.0,-49.29,-33.55,-47.16,-50.41,-51.77,-51.96,-45.17,-38.51,-58.73
2024-08-15 00:11:01+00:00,-52.73,-63.42,-63.45,-60.7,-64.98,-59.05,-50.53,-61.81,-49.2,-33.4,-47.12,-50.72,-52.14,-52.67,-45.6,-38.7,-59.26
2024-08-15 00:12:01+00:00,-52.61,-62.67,-64.22,-61.23,-64.37,-59.4,-51.04,-62.49,-49.81,-33.56,-47.45,-50.71,-52.53,-52.76,-45.71,-38.86,-59.12
2024-08-15 00:13:01+00:00,-52.13,-62.37,-63.91,-61.05,-65.22,-51.89,-50.89,-62.39,-48.6,-33.54,-47.57,-50.84,-52.37,-50.86,-46.25,-39.88,-59.38
2024-08-15 00:14:01+00:00,-51.88,-63.2,-64.05,-61.21,-64.74,-51.92,-50.61,-62.31,-48.15,-33.22,-47.78,-50.69,-52.28,-47.78,-46.5,-40.55,-58.93
2024-08-15 00:15:01+00:00,-53.62,-63.27,-64.06,-60.99,-63.74,-44.69,-50.51,-62.24,-47.9,-33.16,-47.88,-50.48,-52.45,-45.42,-46.57,-40.62,-59.12
2024-08-15 00:16:01+00:00,-53.04,-63.37,-63.54,-61.13,-64.4,-44.56,-50.37,-63.95,-47.72,-33.41,-47.99,-50.27,-52.75,-44.31,-46.25,-40.7,-58.99
2024-08-15 00:17:01+00:00,-53.12,-63.09,-63.89,-60.71,-66.15,-44.56,-50.6,-64.4,-48.17,-33.41,-48.2,-50.46,-53.06,-43.26,-46.26,-40.5,-59.13
