data,ch1,ch2,ch3,ch4,ch5,ch6,ch7,ch8,ch9,ch10,ch11,ch12,ch13,ch14,ch15,ch16,ch17
2024-08-16 00:00:01+00:00,-49.75,-64.91,-65.07,-59.19,-64.84,-44.92,-49.38,-63.81,-51.03,-40.14,-46.95,-47.67,-58.36,-49.32,-44.6,-39.98,-52.63
2024-08-16 00:01:01+00:00,-49.82,-64.59,-64.15,-59.3,-64.0,-44.91,-49.36,-63.65,-51.08,-40.33,-47.17,-47.68,-58.17,-48.27,-44.7,-39.51,-51.54
2024-08-16 00:02:01+00:00,-50.09,-64.51,-64.81,-59.58,-63.83,-44.89,-49.43,-63.83,-51.04,-40.08,-47.34,-47.82,-58.03,-47.63,-44.78,-37.96,-52.47
2024-08-16 00:03:01+00:00,-49.87,-64.14,-64.79,-58.95,-65.02,-44.86,-49.21,-63.73,-50.99,-39.81,-47.41,-47.73,-57.8,-47.95,-44.25,-37.22,-51.86
2024-08-16 00:04:01+00:00,-49.84,-63.09,-64.97,-58.7,-65.53,-44.88,-49.28,-63.33,-55.62,-39.72,-47.35,-48.02,-57.69,-49.17,-44.57,-37.49,-52.43
2024-08-16 00:05:01+00:00,-52.89,-64.14,-65.22,-58.67,-65.14,-44.87,-49.31,-63.65,-51.22,-39.91,-47.47,-48.17,-57.42,-49.14,-44.64,-37.96,-52.37
2024-08-16 00:06:01+00:00,-52.5,-64.79,-65.48,-58.78,-64.67,-44.87,-49.19,-65.89,-51.37,-40.35,-47.77,-48.03,-57.06,-49.87,-44.89,-36.87,-51.33
2024-08-16 00:07:01+00:00,-52.45,-64.47,-64.63,-58.52,-66.19,-44.87,-49.13,-65.35,-53.43,-40.37,-47.51,-48.13,-57.0,-51.52,-44.37,-35.79,-50.85
2024-08-16 00:08:01+00:00,-52.69,-64.7,-65.08,-58.58,-64.82,-44.93,-49.1,-64.29,-49.85,-41.04,-47.76,-48.4,-57.29,-51.45,-44.71,-36.07,-51.17
2024-08-16 00:09:01+00:00,-52.55,-63.9,-65.44,-58.84,-64.53,-44.9,-48.9,-65.23,-48.75,-41.53,-47.87,-48.65,-57.24,-53.26,-44.43,-36.28,-52.98
2024-08-16 00:10:01+00:00,-52.98,-63.85,-65.11,-59.16,-64.42,-44.89,-49.08,-65.28,-49.28,-41.86,-48.07,-48.45,-57.07,-51.95,-44.65,-36.42,-52.33
2024-08-16 00:11:01+00:00,-52.76,-64.87,-65.42,-59.23,-64.51,-44.88,-49.0,-65.75,-50.11,-42.66,-48.18,-48.4,-56.99,-49.12,-44.35,-37.36,-53.03
2024-08-16 00:12:01+00:00,-52.69,-63.58,-64.93,-58.71,-64.51,-44.91,-49.08,-65.14,-52.72,-43.07,-48.1,-48.25,-56.41,-47.59,-44.63,-36.98,-53.06
2024-08-16 00:13:01+00:00,-52.9,-64.03,-65.11,-58.3,-65.32,-44.92,-49.14,-65.01,-49.3,-43.24,-48.11,-48.27,-55.98,-47.56,-44.95,-38.59,-53.0
2024-08-16 00:14:01+00:00,-53.27,-65.07,-65.29,-58.66,-66.15,-44.91,-49.03,-65.27,-49.53,-43.45,-48.48,-48.39,-56.33,-46.39,-45.11,-38.93,-51.92
2024-08-16 00:15:01+00:00,-51.4,-65.27,-65.15,-58.64,-64.53,-44.99,-48.7,-63.59,-50.28,-43.83,-48.79,-48.19,-56.51,-45.7,-44.95,-40.3,-53.0
2024-08-16 00:16:01+00:00,-51.13,-65.61,-65.5,-58.42,-64.48,-44.94,-48.56,-66.02,-50.93,-43.8,-48.6,-48.12,-56.77,-46.58,-45.02,-42.13,-52.45
2024-08-16 00:17:01+00:00,-50.84,-65.79,-65.42,-58.84,-65.93,-44.94,-48.66,-65.17,-49.17,-43.75,-49.15,-48.3,-57.14,-46.75,-45.05,-42.4,-51.83
2024-08-16 00:18:01+00:00,-50.84,-65.13,-65.29,-58.96,-63.94,-44.91,-48.41,-62.83,-48.7,-43.83,-48.85,-48.32,-56.99,-45.17,-44.85,-43.68,-52.35
2024-08-16 00:19:01+00:00,-50.9,-65.24,-64.96,-59.17,-64.65,-44.98,-48.61,-65.59,-48.46,-43.8,-48.96,-48.8,-56.63,-44.15,-44.87,-45.56,-52.63
2024-08-16 00:20:01+00:00,-50.7,-64.74,-65.38,-59.54,-65.13,-44.9,-49.06,-65.62,-48.6,-43.95,-49.29,-48.91,-56.96,-44.02,-45.07,-45.43,-53.06
2024-08-16 00:21:01+00:00,-50.49,-64.34,-64.82,-58.96,-64.33,-44.93,-48.97,-63.3,-50.53,-43.92,-49.37,-48.8,-56.71,-44.46,-45.78,-41.92,-51.96
2024-08-16 00:22:01+00:00,-48.08,-64.26,-64.84,-58.61,-64.95,-44.93,-49.15,-62.67,-48.68,-43.43,-49.49,-48.95,-56.95,-45.55,-45.22,-44.51,-52.77
2024-08-16 00:23:01+00:00,-48.0,-64.35,-64.74,-58.66,-64.48,-44.96,-48.59,-65.31,-49.25,-43.51,-49.38,-48.93,-57.29,-46.31,-45.23,-46.2,-52.53
2024-08-16 00:24:01+00:00,-48.37,-65.03,-65.56,-58.97,-65.15,-44.96,-48.94,-66.36,-49.29,-43.78,-49.48,-48.95,-56.76,-46.54,-45.37,-45.45,-51.97
2024-08-16 00:25:01+00:00,-48.52,-65.1,-65.26,-58.81,-64.02,-44.97,-49.22,-65.97,-51.84,-43.97,-50.05,-48.87,-56.57,-47.03,-45.77,-49.27,-51.82
2024-08-16 00:26:01+00:00,-48.29,-64.9,-65.18,-58.89,-65.76,-45.03,-48.98,-65.81,-50.72,-43.53,-50.13,-48.47,-56.81,-46.25,-46.27,-49.58,-52.23
2024-08-16 00:27:01+00:00,-48.19,-64.8,-65.22,-58.53,-65.12,-45.02,-48.92,-63.66,-52.92,-42.92,-50.14,-48.57,-58.0,-46.84,-45.91,-47.2,-51.95
2024-08-16 00:28:02+00:00,-48.16,-64.92,-65.16,-58.18,-64.09,-44.97,-48.94,-64.13,-49.98,-42.86,-50.32,-48.45,-58.87,-46.22,-46.07,-47.94,-52.05
2024-08-16 00:29:01+00:00,-48.17,-64.02,-65.0,-58.7,-63.86,-44.99,-49.22,-63.73,-51.52,-42.77,-50.36,-48.27,-58.6,-46.97,-45.42,-47.46,-52.11
2024-08-16 00:30:01+00:00,-48.19,-64.8,-65.27,-58.53,-65.69,-45.02,-49.71,-63.69,-50.48,-42.35,-50.4,-48.32,-57.92,-47.48,-45.73,-47.89,-52.1
2024-08-16 00:31:01+00:00,-49.44,-63.63,-64.68,-58.49,-65.17,-44.98,-49.87,-62.96,-50.21,-41.64,-50.6,-48.27,-57.94,-47.46,-46.2,-46.07,-52.05
2024-08-16 00:32:01+00:00,-49.48,-64.46,-65.34,-58.61,-63.56,-45.0,-50.07,-63.4,-49.9,-41.2,-50.97,-48.17,-58.2,-46.7,-45.94,-45.34,-52.1
2024-08-16 00:33:01+00:00,-49.42,-64.6,-65.35,-58.87,-64.86,-44.99,-49.81,-63.6,-50.13,-41.01,-51.0,-47.9,-58.15,-45.84,-45.48,-44.33,-52.68
2024-08-16 00:34:01+00:00,-49.38,-64.39,-65.16,-58.44,-65.79,-45.02,-49.8,-63.22,-51.24,-41.28,-51.07,-47.76,-58.39,-45.8,-45.7,-43.16,-52.09
2024-08-16 00:35:01+00:00,-49.52,-64.88,-65.22,-58.37,-64.98,-45.0,-50.03,-62.68,-50.86,-41.53,-50.9,-47.57,-59.09,-45.38,-45.9,-42.98,-52.63
2024-08-16 00:36:01+00:00,-49.55,-64.48,-64.58,-58.22,-65.4,-45.0,-50.34,-63.02,-51.22,-41.48,-50.87,-47.39,-59.39,-45.41,-46.23,-41.82,-59.19
2024-08-16 00:37:01+00:00,-53.04,-62.84,-65.11,-58.73,-64.87,-44.99,-49.94,-64.83,-51.81,-41.42,-50.95,-47.54,-59.02,-45.09,-45.97,-42.11,-58.83
2024-08-16 00:38:01+00:00,-52.55,-63.83,-65.4,-58.61,-66.17,-45.0,-49.4,-63.39,-52.0,-41.65,-51.12,-47.46,-58.2,-45.15,-46.25,-40.78,-59.25
2024-08-16 00:39:01+00:00,-51.46,-65.05,-64.93,-58.83,-64.99,-45.03,-49.49,-63.31,-52.25,-41.58,-50.98,-47.49,-56.64,-44.87,-46.03,-39.25,-59.02
2024-08-16 00:40:01+00:00,-51.18,-64.33,-65.2,-58.73,-64.3,-45.1,-49.67,-63.14,-51.77,-41.89,-51.22,-47.42,-56.18,-44.4,-46.05,-38.28,-59.06
2024-08-16 00:41:01+00:00,-50.52,-62.41,-65.31,-58.41,-65.9,-45.02,-49.74,-63.27,-52.12,-41.92,-51.27,-47.52,-55.74,-44.58,-45.87,-38.55,-58.13
2024-08-16 00:42:01+00:00,-50.4,-64.39,-65.31,-58.42,-64.58,-45.0,-49.52,-65.22,-52.14,-42.17,-51.11,-47.54,-55.34,-45.77,-46.33,-39.01,-59.22
2024-08-16 00:43:01+00:00,-50.53,-64.87,-65.39,-58.55,-64.69,-45.0,-49.42,-65.38,-50.11,-42.82,-51.06,-47.55,-55.26,-44.82,-46.13,-40.28,-59.18
2024-08-16 00:44:01+00:00,-50.5,-64.58,-65.2,-58.84,-65.66,-45.04,-49.35,-65.14,-50.78,-42.96,-51.19,-47.56,-55.84,-45.0,-45.82,-39.84,-59.18
2024-08-16 00:45:01+00:00,-50.48,-64.03,-65.6,-58.65,-66.22,-44.97,-49.18,-65.09,-51.3,-42.67,-51.35,-47.73,-56.37,-45.32,-45.76,-40.42,-59.01
2024-08-16 00:46:01+00:00,-50.32,-64.68,-65.41,-58.64,-64.71,-45.0,-48.77,-65.89,-52.13,-42.57,-51.44,-47.75,-56.65,-44.69,-46.55,-40.14,-59.44
2024-08-16 00:47:01+00:00,-50.49,-63.6,-65.18,-58.5,-65.04,-45.0,-48.78,-64.75,-52.71,-42.34,-51.47,-47.81,-56.88,-44.77,-46.16,-40.18,-58.97
2024-08-16 00:48:01+00:00,-50.23,-64.85,-66.09,-58.59,-64.49,-44.94,-48.7,-64.19,-52.77,-42.17,-51.66,-47.93,-57.8,-44.66,-46.35,-39.73,-58.61
