data,ch1,ch2,ch3,ch4,ch5,ch6,ch7,ch8,ch9,ch10,ch11,ch12,ch13,ch14,ch15,ch16,ch17
2024-08-21 00:00:01+00:00,-49.19,-63.82,-65.34,-60.3,-64.9,-43.97,-48.33,-61.0,-54.74,-36.72,-51.39,-49.78,-55.4,-47.07,-51.02,-39.4,-58.6
2024-08-21 00:01:01+00:00,-48.76,-63.3,-64.61,-60.62,-65.22,-44.03,-48.44,-61.06,-54.69,-37.03,-51.37,-50.02,-55.2,-46.59,-50.8,-38.87,-58.21
2024-08-21 00:02:01+00:00,-50.31,-64.07,-64.87,-60.73,-66.05,-43.99,-47.72,-61.1,-54.56,-37.16,-51.63,-50.05,-55.59,-46.79,-50.96,-38.74,-58.63
2024-08-21 00:03:01+00:00,-50.02,-63.69,-64.44,-60.58,-64.73,-44.07,-48.5,-61.01,-54.51,-37.37,-51.42,-50.07,-56.72,-46.3,-51.29,-38.76,-58.62
2024-08-21 00:04:01+00:00,-49.97,-64.36,-64.84,-60.55,-65.78,-44.05,-48.67,-61.14,-54.66,-38.04,-51.55,-49.92,-57.55,-45.22,-50.89,-37.94,-58.71
2024-08-21 00:05:01+00:00,-49.5,-64.1,-65.06,-60.54,-65.29,-44.03,-48.88,-59.34,-55.97,-38.32,-51.57,-49.77,-58.27,-45.6,-50.1,-36.98,-58.66
2024-08-21 00:06:01+00:00,-49.01,-63.55,-64.59,-60.83,-65.63,-44.03,-48.92,-63.77,-57.28,-37.76,-51.56,-49.51,-58.39,-46.47,-50.33,-36.82,-58.68
2024-08-21 00:07:01+00:00,-49.13,-64.22,-64.59,-60.39,-65.45,-44.04,-49.29,-63.95,-55.56,-37.47,-51.64,-49.24,-58.9,-47.42,-49.8,-36.8,-58.2
2024-08-21 00:08:01+00:00,-49.19,-64.4,-65.53,-60.64,-66.03,-44.02,-49.69,-60.94,-55.74,-37.43,-51.75,-49.16,-58.76,-48.37,-49.61,-37.12,-56.27
2024-08-21 00:09:01+00:00,-49.09,-63.72,-65.49,-60.79,-65.94,-44.0,-52.07,-64.0,-55.69,-38.04,-51.74,-49.03,-57.92,-48.29,-49.53,-37.73,-59.0
2024-08-21 00:10:01+00:00,-49.26,-63.25,-65.35,-60.4,-65.39,-44.0,-48.05,-63.86,-55.82,-37.88,-51.65,-48.86,-57.79,-48.05,-49.44,-38.72,-58.76
2024-08-21 00:11:01+00:00,-50.77,-63.18,-65.19,-60.43,-65.6,-44.12,-50.85,-63.68,-55.88,-37.8,-51.88,-48.79,-57.77,-47.57,-49.53,-38.85,-58.64
2024-08-21 00:12:01+00:00,-50.86,-63.6,-65.72,-60.76,-65.24,-44.04,-51.03,-64.02,-55.83,-38.03,-51.76,-48.54,-57.68,-46.52,-48.67,-38.53,-59.26
2024-08-21 00:13:01+00:00,-50.87,-63.54,-65.49,-60.82,-65.52,-44.07,-50.74,-63.78,-55.71,-38.0,-51.94,-48.55,-57.9,-45.76,-48.42,-39.3,-59.36
2024-08-21 00:14:01+00:00,-50.89,-64.64,-65.49,-60.67,-65.11,-44.04,-50.36,-64.22,-55.81,-38.48,-52.0,-48.73,-57.95,-46.62,-47.75,-38.99,-59.03
2024-08-21 00:15:01+00:00,-57.2,-63.52,-65.58,-60.75,-65.42,-43.97,-50.54,-63.8,-56.78,-38.11,-51.73,-48.81,-56.71,-45.61,-47.21,-38.28,-57.72
2024-08-21 00:16:01+00:00,-56.21,-63.94,-65.74,-60.04,-65.23,-43.94,-50.63,-62.49,-56.8,-38.23,-51.75,-48.62,-56.7,-43.61,-46.97,-38.38,-57.26
2024-08-21 00:17:01+00:00,-53.54,-64.96,-66.22,-60.62,-64.52,-43.96,-51.23,-64.03,-57.08,-37.81,-51.64,-48.79,-57.64,-42.58,-47.65,-37.9,-59.15
2024-08-21 00:18:01+00:00,-53.36,-63.77,-66.14,-60.33,-65.43,-43.98,-51.03,-63.85,-57.14,-37.43,-51.59,-49.01,-58.16,-41.92,-47.44,-38.49,-58.71
2024-08-21 00:19:01+00:00,-52.76,-64.27,-66.78,-60.58,-65.51,-43.96,-50.83,-61.06,-57.08,-37.26,-51.94,-48.86,-58.59,-41.77,-47.14,-38.71,-59.19
2024-08-21 00:20:01+00:00,-52.99,-63.92,-66.16,-60.95,-65.8,-43.92,-50.79,-61.19,-57.35,-37.36,-51.85,-48.89,-58.94,-41.46,-47.16,-39.76,-59.08
2024-08-21 00:21:01+00:00,-52.45,-64.7,-66.58,-60.41,-65.47,-43.95,-51.5,-61.5,-57.44,-38.37,-51.37,-48.94,-58.73,-41.77,-47.03,-39.26,-59.18
2024-08-21 00:22:01+00:00,-52.31,-63.59,-64.33,-60.39,-65.17,-43.93,-51.27,-60.87,-59.66,-38.22,-51.08,-48.68,-58.44,-42.24,-46.75,-39.28,-57.96
2024-08-21 00:23:02+00:00,-52.58,-62.8,-66.03,-60.58,-64.83,-43.99,-50.75,-61.44,-60.0,-38.37,-50.88,-48.7,-59.77,-42.17,-46.43,-38.93,-58.7
2024-08-21 00:24:01+00:00,-52.03,-64.0,-65.17,-60.55,-64.56,-44.02,-50.35,-60.87,-59.56,-37.8,-50.75,-48.89,-60.27,-42.34,-46.46,-39.39,-56.18
2024-08-21 00:25:01+00:00,-56.19,-63.82,-66.02,-60.47,-65.88,-43.97,-49.84,-60.92,-53.48,-38.31,-50.87,-48.91,-60.04,-43.53,-46.26,-38.53,-58.11
2024-08-21 00:26:01+00:00,-55.53,-63.9,-65.57,-60.22,-65.08,-43.98,-50.03,-63.77,-52.57,-38.97,-50.8,-48.82,-60.36,-42.86,-46.28,-37.8,-58.41
2024-08-21 00:27:01+00:00,-56.09,-63.64,-66.51,-60.4,-65.44,-43.95,-50.54,-64.05,-52.71,-39.66,-50.68,-48.75,-60.07,-41.76,-46.08,-37.61,-58.41
2024-08-21 00:28:01+00:00,-53.66,-64.24,-66.01,-60.21,-65.39,-43.85,-50.86,-60.88,-52.53,-39.05,-50.84,-48.71,-60.59,-41.08,-46.05,-37.17,-58.68
2024-08-21 00:29:01+00:00,-53.43,-64.52,-65.78,-60.26,-66.75,-43.89,-51.04,-60.94,-52.48,-39.26,-50.52,-48.82,-61.38,-41.98,-46.31,-38.03,-58.95
2024-08-21 00:30:01+00:00,-53.12,-64.44,-66.14,-60.04,-65.92,-43.86,-50.98,-61.19,-52.51,-40.04,-50.75,-49.18,-62.1,-44.25,-46.29,-39.31,-58.41
2024-08-21 00:31:01+00:00,-52.52,-64.56,-66.28,-60.01,-66.25,-43.9,-51.09,-61.17,-52.47,-39.4,-50.41,-49.36,-61.0,-45.75,-46.59,-41.06,-58.79
2024-08-21 00:32:01+00:00,-52.12,-63.56,-66.12,-60.27,-65.26,-43.86,-50.89,-61.14,-52.49,-38.44,-50.21,-49.55,-61.27,-44.3,-45.92,-43.52,-58.69
2024-08-21 00:33:01+00:00,-51.72,-63.88,-64.16,-60.28,-64.92,-43.78,-50.05,-60.2,-52.33,-38.73,-50.3,-49.28,-59.97,-42.52,-45.61,-44.76,-57.45
2024-08-21 00:34:01+00:00,-51.94,-64.44,-66.13,-60.07,-65.33,-43.84,-50.35,-60.92,-52.5,-39.1,-50.44,-49.21,-60.98,-41.95,-44.94,-46.22,-58.78
2024-08-21 00:35:01+00:00,-52.03,-63.96,-66.25,-60.07,-65.01,-43.82,-50.06,-60.11,-51.11,-38.32,-50.39,-49.13,-60.82,-42.97,-44.83,-47.85,-58.29
2024-08-21 00:36:01+00:00,-52.01,-63.9,-66.37,-60.17,-65.6,-43.82,-50.29,-60.65,-51.2,-38.41,-50.53,-49.09,-60.24,-43.97,-45.07,-45.56,-58.37
2024-08-21 00:37:01+00:00,-51.98,-64.45,-65.63,-59.89,-65.7,-43.85,-49.99,-60.9,-51.16,-37.99,-50.61,-49.06,-60.11,-42.46,-44.75,-44.64,-57.94
2024-08-21 00:38:01+00:00,-56.28,-63.75,-63.6,-60.06,-65.36,-43.84,-49.51,-60.68,-50.96,-37.91,-50.5,-48.88,-59.7,-41.15,-44.84,-45.66,-55.37
2024-08-21 00:39:01+00:00,-57.19,-64.13,-66.14,-59.96,-65.47,-43.85,-49.75,-63.36,-52.2,-38.03,-50.79,-49.28,-59.49,-41.43,-44.69,-46.36,-58.81
2024-08-21 00:40:01+00:00,-57.61,-64.34,-66.66,-59.94,-63.87,-43.86,-49.27,-64.01,-53.83,-38.43,-50.93,-49.09,-59.29,-42.29,-45.18,-44.62,-58.53
2024-08-21 00:41:01+00:00,-53.85,-64.5,-66.89,-60.3,-65.25,-43.83,-48.92,-64.23,-55.5,-39.36,-50.87,-48.83,-59.56,-41.91,-45.07,-43.19,-58.5
2024-08-21 00:42:01+00:00,-52.8,-63.95,-65.9,-60.12,-64.55,-43.87,-48.75,-63.97,-55.44,-39.92,-50.87,-48.57,-59.63,-41.74,-44.96,-42.23,-58.85
2024-08-21 00:43:01+00:00,-53.33,-64.16,-66.49,-60.36,-65.73,-43.86,-49.24,-64.16,-55.4,-39.15,-50.88,-48.26,-60.8,-41.04,-44.87,-40.24,-58.54
2024-08-21 00:44:01+00:00,-52.75,-64.2,-65.82,-60.24,-65.55,-43.96,-49.73,-64.08,-55.74,-38.93,-50.86,-48.18,-60.65,-41.56,-44.75,-38.66,-58.85
2024-08-21 00:45:01+00:00,-49.37,-64.14,-66.37,-59.98,-65.22,-43.96,-50.06,-64.19,-54.79,-39.3,-50.84,-48.34,-60.7,-41.93,-44.64,-37.32,-59.01
2024-08-21 00:46:01+00:00,-49.26,-64.59,-66.41,-59.65,-65.4,-43.93,-49.91,-64.44,-54.82,-39.35,-50.41,-48.03,-60.96,-41.7,-44.3,-36.91,-59.12
2024-08-21 00:47:01+00:00,-49.18,-63.78,-64.64,-60.22,-65.71,-44.0,-49.69,-60.86,-54.77,-39.24,-50.38,-47.98,-59.87,-41.43,-44.09,-36.46,-56.21
2024-08-21 00:48:01+00:00,-50.7,-64.44,-66.22,-60.05,-65.45,-44.0,-49.69,-61.46,-54.67,-39.23,-50.49,-47.9,-59.41,-41.83,-43.63,-36.07,-59.07
2024-08-21 00:49:01+00:00,-50.61,-63.72,-65.96,-60.06,-65.63,-44.02,-49.97,-60.97,-54.48,-39.09,-50.4,-47.79,-59.87,-42.12,-43.4,-35.83,-58.37
2024-08-21 00:50:01+00:00,-50.48,-63.38,-65.75,-60.07,-65.61,-44.01,-49.84,-60.86,-57.39,-39.04,-50.45,-47.77,-59.13,-42.53,-43.77,-35.29,-58.64
2024-08-21 00:51:01+00:00,-49.49,-64.58,-66.08,-60.29,-65.24,-44.04,-49.64,-61.25,-56.45,-39.69,-50.76,-47.82,-59.8,-44.12,-43.85,-34.85,-58.69
2024-08-21 00:52:01+00:00,-48.95,-64.33,-66.1,-60.35,-65.78,-44.02,-48.96,-61.47,-56.21,-39.94,-50.73,-47.64,-60.05,-44.25,-43.77,-34.64,-58.86
2024-08-21 00:53:01+00:00,-49.36,-64.1,-65.51,-60.1,-65.64,-43.98,-48.68,-61.35,-56.21,-39.03,-50.63,-47.39,-60.38,-43.07,-43.43,-34.64,-58.09
2024-08-21 00:54:01+00:00,-49.16,-64.17,-66.52,-60.13,-65.54,-44.02,-48.58,-61.48,-56.32,-39.24,-50.62,-47.61,-60.86,-42.66,-44.2,-34.39,-58.8
2024-08-21 00:55:01+00:00,-49.05,-63.69,-65.56,-60.15,-64.75,-43.96,-48.56,-61.39,-56.25,-38.76,-50.81,-47.63,-60.69,-42.01,-44.35,-34.23,-57.85
2024-08-21 00:56:01+00:00,-49.15,-63.84,-66.27,-59.8,-64.71,-44.02,-48.86,-63.98,-56.36,-38.37,-50.79,-47.67,-60.93,-41.52,-44.64,-34.02,-57.95
2024-08-21 00:57:01+00:00,-50.69,-63.72,-65.94,-59.57,-65.28,-43.97,-49.2,-63.11,-56.3,-38.08,-50.74,-47.44,-61.09,-41.57,-44.82,-33.76,-57.93
2024-08-21 00:58:01+00:00,-50.72,-63.78,-66.32,-60.55,-64.52,-44.01,-49.36,-64.32,-56.39,-37.72,-50.71,-47.01,-62.21,-41.75,-45.05,-34.13,-55.66
2024-08-21 00:59:01+00:00,-50.57,-62.85,-65.23,-60.17,-65.6,-44.04,-49.24,-60.49,-56.18,-37.79,-50.58,-46.68,-62.55,-42.1,-44.66,-34.27,-57.68
2024-08-21 01:00:01+00:00,-53.96,-63.75,-65.33,-60.29,-65.62,-44.03,-49.46,-61.21,-57.41,-37.74,-50.67,-46.71,-64.36,-42.11,-45.05,-34.57,-58.47
2024-08-21 01:01:01+00:00,-53.08,-64.37,-66.29,-60.19,-66.21,-44.04,-49.17,-61.78,-57.41,-38.45,-50.68,-46.85,-64.44,-42.27,-45.2,-35.59,-58.82
