data,ch1,ch2,ch3,ch4,ch5,ch6,ch7,ch8,ch9,ch10,ch11,ch12,ch13,ch14,ch15,ch16,ch17
2024-08-19 00:00:01+00:00,-54.82,-60.29,-61.04,-54.82,-65.4,-56.45,-48.28,-58.09,-52.73,-40.77,-49.96,-48.73,-56.08,-44.59,-43.92,-36.55,-51.67
2024-08-19 00:01:01+00:00,-55.76,-60.93,-61.94,-54.91,-65.44,-57.57,-48.17,-59.55,-51.57,-40.23,-50.29,-48.26,-55.7,-43.49,-44.13,-36.02,-52.7
2024-08-19 00:02:01+00:00,-53.59,-59.54,-59.25,-54.63,-65.39,-56.75,-47.19,-58.17,-51.39,-39.7,-50.22,-48.31,-54.3,-42.92,-44.46,-36.76,-51.62
2024-08-19 00:03:01+00:00,-54.44,-59.03,-61.22,-54.6,-65.74,-56.77,-46.78,-58.44,-51.38,-40.55,-50.44,-48.73,-54.59,-44.6,-44.68,-37.81,-52.73
2024-08-19 00:04:01+00:00,-55.83,-61.46,-62.3,-54.45,-64.94,-57.82,-48.1,-60.29,-51.78,-41.53,-50.67,-48.97,-54.69,-46.35,-44.78,-37.26,-52.17
2024-08-19 00:05:01+00:00,-55.0,-60.14,-61.48,-54.67,-64.61,-56.71,-47.68,-58.92,-51.5,-40.79,-50.73,-48.93,-54.97,-45.58,-44.62,-37.47,-52.69
2024-08-19 00:06:01+00:00,-54.42,-61.3,-62.08,-54.31,-65.19,-57.51,-48.17,-59.28,-53.65,-39.81,-50.78,-48.87,-56.12,-44.88,-44.55,-36.85,-52.76
2024-08-19 00:07:01+00:00,-55.65,-60.62,-61.27,-54.08,-65.02,-56.86,-47.8,-59.34,-53.53,-39.02,-50.68,-48.99,-55.18,-44.1,-44.26,-36.74,-52.19
2024-08-19 00:08:01+00:00,-55.31,-60.41,-61.72,-54.27,-64.57,-57.64,-47.67,-59.95,-53.58,-39.23,-50.68,-49.44,-54.53,-43.0,-44.34,-36.67,-51.63
2024-08-19 00:09:01+00:00,-50.1,-59.28,-62.14,-53.53,-65.36,-57.05,-47.46,-59.45,-53.06,-40.2,-50.91,-49.46,-55.19,-44.81,-44.08,-37.2,-51.68
2024-08-19 00:10:01+00:00,-50.31,-62.99,-63.47,-53.63,-65.2,-57.81,-48.23,-60.48,-54.76,-39.73,-51.24,-49.09,-56.69,-47.97,-43.61,-37.88,-52.25
2024-08-19 00:11:01+00:00,-50.08,-59.99,-62.36,-53.78,-65.07,-57.48,-48.7,-59.38,-54.59,-39.08,-51.11,-48.53,-56.8,-47.0,-43.23,-37.19,-52.25
2024-08-19 00:12:01+00:00,-49.92,-57.84,-60.55,-53.91,-65.45,-56.13,-48.61,-57.11,-53.83,-39.31,-50.8,-48.04,-55.69,-47.85,-43.29,-36.98,-52.09
2024-08-19 00:13:01+00:00,-50.12,-61.44,-61.9,-54.76,-65.02,-57.1,-48.52,-57.54,-55.0,-39.43,-51.17,-48.09,-55.62,-47.12,-43.85,-36.33,-51.71
2024-08-19 00:14:01+00:00,-50.13,-59.07,-60.35,-54.14,-65.37,-56.91,-48.73,-57.83,-54.74,-38.3,-50.9,-48.13,-54.74,-51.5,-44.29,-35.93,-51.91
2024-08-19 00:15:01+00:00,-50.25,-62.49,-62.31,-54.1,-65.75,-57.8,-48.97,-59.72,-55.31,-38.58,-51.28,-48.12,-55.63,-47.02,-44.1,-35.72,-52.44
2024-08-19 00:16:01+00:00,-50.16,-61.42,-59.34,-53.84,-64.49,-47.32,-49.37,-58.95,-59.18,-38.26,-51.73,-48.08,-56.07,-48.68,-43.97,-35.73,-51.65
2024-08-19 00:17:01+00:00,-49.87,-61.92,-62.55,-53.98,-65.3,-50.85,-49.47,-59.56,-59.25,-38.1,-51.59,-48.04,-56.45,-48.37,-44.0,-35.67,-51.65
