data,ch1,ch2,ch3,ch4,ch5,ch6,ch7,ch8,ch9,ch10,ch11,ch12,ch13,ch14,ch15,ch16,ch17
2024-08-22 00:00:01+00:00,-50.4,-65.33,-65.8,-47.99,-63.29,-59.71,-49.87,-61.0,-53.9,-37.3,-51.31,-45.95,-56.74,-46.41,-43.83,-36.9,-51.68
2024-08-22 00:01:01+00:00,-50.33,-64.35,-65.76,-47.77,-64.94,-59.64,-50.01,-61.19,-53.01,-37.32,-51.46,-45.99,-56.56,-46.9,-43.9,-36.67,-53.08
2024-08-22 00:02:01+00:00,-50.2,-65.21,-65.62,-48.3,-64.6,-59.85,-49.75,-60.87,-53.01,-37.55,-51.47,-45.8,-56.45,-46.97,-44.44,-36.11,-49.85
2024-08-22 00:03:01+00:00,-50.32,-65.0,-65.47,-48.31,-64.37,-59.7,-49.66,-61.08,-52.9,-37.84,-51.37,-45.88,-57.13,-47.83,-44.56,-35.95,-50.93
2024-08-22 00:04:01+00:00,-50.33,-64.53,-65.66,-48.75,-65.22,-59.69,-49.6,-61.02,-52.96,-38.68,-51.23,-45.92,-57.01,-48.05,-45.08,-36.1,-52.45
2024-08-22 00:05:01+00:00,-50.29,-65.07,-65.31,-48.28,-65.0,-59.73,-49.49,-60.56,-52.76,-39.5,-51.37,-46.1,-56.75,-48.01,-45.65,-36.21,-52.96
2024-08-22 00:06:01+00:00,-50.34,-64.68,-65.76,-48.27,-64.67,-59.78,-49.54,-63.78,-52.91,-39.82,-51.4,-46.28,-56.69,-46.4,-45.4,-37.02,-51.43
2024-08-22 00:07:01+00:00,-50.85,-65.49,-65.97,-48.66,-64.92,-59.9,-49.72,-63.91,-53.02,-40.01,-51.5,-46.47,-56.7,-45.76,-45.41,-37.82,-50.27
2024-08-22 00:08:01+00:00,-50.42,-65.41,-65.8,-48.84,-65.46,-59.93,-50.31,-61.42,-52.82,-40.12,-51.62,-46.47,-56.96,-45.62,-45.03,-38.26,-52.69
2024-08-22 00:09:01+00:00,-50.48,-64.57,-65.79,-48.56,-64.17,-59.51,-50.3,-63.99,-52.91,-40.25,-51.42,-46.47,-57.53,-45.37,-45.18,-38.62,-51.82
2024-08-22 00:10:01+00:00,-49.57,-65.46,-65.47,-48.4,-65.56,-59.9,-50.24,-63.73,-52.24,-40.91,-51.42,-46.19,-57.2,-44.47,-45.64,-38.51,-52.38
2024-08-22 00:11:01+00:00,-52.69,-64.07,-65.34,-48.66,-64.94,-59.95,-49.58,-63.54,-52.48,-41.73,-51.45,-46.09,-56.76,-44.42,-45.2,-38.99,-52.43
