data,ch1,ch2,ch3,ch4,ch5,ch6,ch7,ch8,ch9,ch10,ch11,ch12,ch13,ch14,ch15,ch16,ch17
2024-08-11 00:00:01+00:00,-49.98,-57.8,-63.86,-62.0,-63.77,-45.58,-55.32,-37.08,-48.24,-36.92,-50.3,-46.43,-65.12,-59.06,-45.49,-37.38,-58.32
2024-08-11 00:01:01+00:00,-49.91,-58.21,-64.35,-61.71,-65.31,-45.52,-55.56,-37.16,-48.87,-37.33,-50.19,-46.55,-64.94,-58.35,-45.91,-37.28,-58.51
2024-08-11 00:02:01+00:00,-50.01,-58.15,-64.32,-61.51,-63.74,-45.59,-55.47,-37.12,-48.29,-37.3,-50.49,-46.66,-65.52,-57.72,-45.73,-36.75,-58.59
2024-08-11 00:03:01+00:00,-50.33,-58.05,-64.26,-61.69,-63.69,-45.59,-55.51,-37.07,-48.63,-37.25,-50.29,-46.81,-65.11,-58.7,-45.65,-35.95,-58.58
2024-08-11 00:04:01+00:00,-49.66,-58.19,-64.09,-61.68,-63.51,-45.57,-55.01,-37.12,-48.46,-37.52,-50.43,-46.97,-65.07,-60.23,-45.48,-36.12,-57.88
2024-08-11 00:05:01+00:00,-50.0,-58.14,-64.49,-61.54,-64.08,-45.64,-55.29,-37.27,-48.6,-37.73,-50.49,-46.89,-65.42,-58.61,-45.49,-35.44,-58.09
2024-08-11 00:06:01+00:00,-50.17,-57.9,-64.21,-61.74,-64.18,-45.62,-55.27,-37.25,-48.8,-37.83,-50.25,-47.16,-61.1,-55.83,-45.37,-34.58,-57.71
2024-08-11 00:07:01+00:00,-50.28,-58.06,-64.35,-61.58,-64.25,-45.75,-55.4,-37.3,-48.71,-37.62,-50.24,-47.09,-54.31,-56.21,-45.47,-34.3,-58.47
2024-08-11 00:08:01+00:00,-49.52,-58.21,-64.26,-62.32,-64.47,-45.76,-55.08,-37.19,-49.46,-37.33,-50.45,-47.29,-53.66,-56.3,-45.42,-34.17,-55.09
2024-08-11 00:09:01+00:00,-50.17,-58.09,-64.53,-62.38,-64.0,-45.8,-55.3,-37.28,-50.2,-37.32,-50.62,-47.12,-53.67,-54.8,-45.36,-34.39,-58.6
2024-08-11 00:10:01+00:00,-49.95,-58.3,-64.8,-61.79,-63.32,-45.76,-54.9,-37.26,-50.51,-36.96,-50.55,-47.21,-53.45,-55.32,-45.44,-34.27,-58.48
2024-08-11 00:11:01+00:00,-49.63,-58.22,-64.83,-62.27,-66.02,-45.88,-55.28,-37.23,-50.2,-36.68,-50.64,-47.62,-53.5,-55.52,-45.33,-34.77,-58.76
2024-08-11 00:12:01+00:00,-49.78,-58.2,-64.63,-61.77,-62.68,-45.88,-55.35,-37.19,-50.72,-36.46,-51.04,-48.09,-53.19,-55.46,-45.87,-34.84,-58.82
2024-08-11 00:13:01+00:00,-49.7,-58.1,-64.67,-61.77,-63.72,-45.88,-55.26,-37.26,-49.83,-36.6,-50.77,-48.18,-53.04,-53.84,-45.77,-35.11,-58.72
2024-08-11 00:14:01+00:00,-53.17,-58.09,-64.47,-61.95,-64.04,-45.82,-55.42,-37.27,-49.43,-37.26,-51.03,-48.17,-53.05,-55.76,-45.54,-34.98,-58.53
2024-08-11 00:15:01+00:00,-54.18,-58.21,-64.39,-61.98,-65.64,-45.9,-55.42,-37.22,-49.44,-37.25,-51.16,-48.24,-53.0,-57.17,-45.87,-34.63,-58.61
2024-08-11 00:16:01+00:00,-53.07,-58.02,-64.18,-62.06,-63.3,-45.87,-55.28,-37.3,-49.83,-37.08,-51.53,-48.6,-52.86,-61.15,-46.12,-35.36,-58.36
