data,ch1,ch2,ch3,ch4,ch5,ch6,ch7,ch8,ch9,ch10,ch11,ch12,ch13,ch14,ch15,ch16,ch17
2024-08-10 00:00:01+00:00,-54.56,-61.52,-65.91,-60.02,-63.28,-45.77,-53.77,-37.23,-53.57,-38.27,-51.24,-47.14,-57.96,-48.56,-42.03,-38.83,-52.03
2024-08-10 00:01:01+00:00,-54.84,-61.45,-65.24,-60.38,-65.05,-45.73,-53.72,-37.33,-51.97,-38.09,-51.09,-47.17,-58.56,-47.47,-41.56,-38.1,-52.07
2024-08-10 00:02:01+00:00,-54.79,-61.74,-65.63,-59.85,-64.99,-45.72,-53.9,-37.26,-51.07,-38.26,-50.96,-47.16,-58.83,-47.51,-41.63,-37.89,-51.47
2024-08-10 00:03:01+00:00,-50.31,-61.38,-65.81,-60.23,-65.36,-45.73,-53.64,-37.28,-50.35,-39.13,-51.19,-47.04,-58.6,-47.63,-41.69,-37.56,-51.7
2024-08-10 00:04:01+00:00,-50.28,-61.56,-66.01,-60.0,-65.19,-45.85,-53.92,-37.21,-51.03,-39.3,-51.1,-46.95,-59.14,-48.09,-41.84,-37.4,-52.64
2024-08-10 00:05:01+00:00,-50.33,-62.04,-65.19,-59.95,-64.15,-46.01,-53.89,-37.15,-50.73,-38.7,-51.41,-47.02,-59.15,-48.13,-41.57,-37.39,-51.75
2024-08-10 00:06:01+00:00,-50.3,-61.29,-65.77,-59.97,-64.69,-46.02,-53.77,-37.11,-52.16,-39.18,-51.38,-46.96,-60.2,-47.64,-42.01,-37.33,-52.59
2024-08-10 00:07:01+00:00,-50.35,-62.06,-65.51,-59.88,-64.36,-46.02,-54.05,-36.96,-51.57,-39.22,-50.96,-47.0,-59.8,-47.17,-41.53,-37.5,-51.54
2024-08-10 00:08:01+00:00,-50.19,-61.01,-65.42,-60.58,-63.56,-45.99,-53.83,-36.97,-51.32,-38.64,-51.25,-47.34,-59.36,-46.75,-41.8,-37.45,-51.81
2024-08-10 00:09:01+00:00,-50.15,-60.97,-65.19,-60.63,-64.32,-46.04,-53.75,-37.03,-50.96,-38.18,-51.6,-47.13,-54.74,-46.4,-41.61,-37.28,-52.18
2024-08-10 00:10:01+00:00,-50.34,-60.85,-64.6,-60.45,-65.06,-46.02,-53.93,-36.92,-52.68,-37.69,-51.51,-47.11,-54.48,-46.54,-41.62,-36.65,-51.5
2024-08-10 00:11:01+00:00,-50.28,-61.31,-65.35,-60.31,-63.83,-46.09,-53.84,-36.87,-52.2,-36.89,-51.29,-47.14,-54.38,-46.61,-41.46,-36.22,-51.63
2024-08-10 00:12:01+00:00,-50.32,-61.78,-65.05,-60.33,-63.95,-46.03,-53.76,-36.78,-51.78,-36.82,-51.02,-47.57,-58.34,-46.86,-41.54,-36.17,-52.15
2024-08-10 00:13:01+00:00,-50.31,-61.55,-64.99,-60.33,-64.27,-46.06,-53.6,-36.65,-51.78,-36.76,-51.24,-47.72,-59.59,-46.44,-41.43,-36.0,-51.53
2024-08-10 00:14:01+00:00,-50.44,-61.06,-65.16,-60.39,-64.79,-46.04,-53.8,-36.62,-51.55,-36.33,-51.55,-47.57,-58.06,-46.47,-41.67,-35.66,-57.68
2024-08-10 00:15:01+00:00,-50.2,-61.72,-65.01,-60.32,-65.12,-46.07,-54.16,-36.7,-51.37,-36.3,-51.71,-47.67,-58.06,-46.93,-41.68,-35.61,-51.44
2024-08-10 00:16:01+00:00,-50.45,-62.02,-65.22,-59.97,-65.48,-45.98,-53.88,-36.76,-51.38,-36.45,-51.36,-47.62,-58.54,-45.97,-41.71,-35.41,-52.17
2024-08-10 00:17:01+00:00,-50.48,-61.92,-65.39,-60.26,-63.78,-46.04,-55.96,-36.73,-53.54,-36.3,-51.46,-47.76,-59.15,-45.33,-41.69,-35.35,-52.68
2024-08-10 00:18:01+00:00,-55.3,-61.81,-65.19,-59.88,-63.86,-45.96,-53.88,-36.68,-53.75,-36.01,-51.67,-47.61,-58.58,-45.57,-41.94,-35.39,-52.15
