data,ch1,ch2,ch3,ch4,ch5,ch6,ch7,ch8,ch9,ch10,ch11,ch12,ch13,ch14,ch15,ch16,ch17
2024-08-14 00:00:02+00:00,-48.67,-58.42,-59.89,-60.64,-63.44,-45.24,-54.69,-58.22,-48.86,-43.35,-45.45,-47.37,-59.38,-56.13,-45.7,-33.47,-55.09
2024-08-14 00:01:01+00:00,-51.48,-58.12,-61.34,-61.24,-65.01,-45.25,-54.7,-58.46,-48.95,-42.13,-45.49,-47.23,-59.65,-59.35,-46.53,-33.74,-52.29
2024-08-14 00:02:01+00:00,-51.4,-57.36,-60.73,-60.71,-63.69,-45.04,-54.83,-58.18,-49.98,-44.14,-45.64,-47.27,-59.19,-57.01,-46.77,-34.18,-52.21
2024-08-14 00:03:01+00:00,-51.61,-59.88,-60.6,-60.77,-63.76,-45.15,-55.15,-58.91,-50.07,-43.38,-45.63,-47.13,-60.84,-54.64,-47.79,-33.58,-55.03
2024-08-14 00:04:01+00:00,-51.16,-60.14,-61.34,-61.14,-63.84,-44.92,-54.4,-58.88,-49.94,-41.95,-45.61,-47.14,-60.87,-52.88,-48.29,-34.19,-52.38
2024-08-14 00:05:01+00:00,-51.46,-59.61,-61.18,-61.34,-64.04,-45.43,-54.88,-59.11,-50.17,-41.77,-45.5,-46.86,-61.36,-53.04,-48.74,-34.06,-52.36
2024-08-14 00:06:01+00:00,-51.69,-59.42,-61.03,-60.99,-64.97,-45.23,-60.16,-59.29,-49.9,-41.65,-45.74,-46.55,-60.67,-52.84,-48.03,-33.94,-53.26
2024-08-14 00:07:01+00:00,-51.12,-58.86,-60.81,-61.08,-64.6,-45.12,-51.73,-58.54,-50.06,-41.83,-45.49,-46.74,-60.12,-54.61,-47.51,-34.94,-52.4
2024-08-14 00:08:01+00:00,-51.83,-58.75,-62.01,-61.22,-64.32,-45.14,-54.98,-59.54,-50.08,-42.74,-45.66,-46.97,-60.82,-55.5,-47.26,-36.94,-52.39
2024-08-14 00:09:01+00:00,-51.35,-56.33,-59.86,-60.43,-64.93,-45.14,-54.34,-58.25,-50.27,-42.91,-45.53,-46.93,-58.35,-54.14,-47.11,-38.87,-51.16
2024-08-14 00:10:01+00:00,-51.57,-57.78,-60.64,-60.88,-63.3,-45.22,-54.4,-58.67,-50.43,-44.32,-45.65,-47.13,-59.98,-52.08,-46.67,-36.77,-51.63
2024-08-14 00:11:01+00:00,-51.89,-58.9,-62.11,-61.25,-63.98,-45.25,-55.04,-59.7,-50.61,-44.04,-45.74,-46.97,-61.74,-56.08,-45.88,-36.34,-52.48
2024-08-14 00:12:01+00:00,-51.63,-60.65,-60.28,-60.92,-64.9,-45.08,-54.62,-58.47,-50.06,-44.51,-45.62,-47.17,-60.3,-59.72,-46.48,-36.44,-52.6
2024-08-14 00:13:01+00:00,-51.52,-59.09,-61.54,-61.55,-63.01,-45.43,-54.89,-58.92,-50.44,-44.17,-45.66,-47.24,-59.58,-61.5,-46.28,-36.72,-52.36
2024-08-14 00:14:01+00:00,-51.56,-60.1,-61.96,-61.26,-64.5,-45.44,-54.88,-60.82,-50.36,-45.34,-45.75,-47.04,-61.23,-61.3,-44.58,-35.42,-53.33
2024-08-14 00:15:01+00:00,-51.91,-61.07,-61.96,-61.06,-63.72,-45.47,-54.92,-60.54,-50.4,-47.22,-45.53,-46.82,-60.62,-55.1,-44.03,-34.9,-52.35
2024-08-14 00:16:01+00:00,-52.01,-58.87,-61.59,-60.95,-64.55,-45.42,-54.88,-60.14,-50.47,-45.97,-45.23,-46.87,-61.1,-56.48,-44.18,-34.23,-53.24
2024-08-14 00:17:01+00:00,-51.72,-57.91,-60.27,-60.07,-63.75,-45.23,-54.5,-60.42,-50.03,-45.24,-45.18,-46.66,-58.42,-55.84,-45.09,-33.51,-54.56
2024-08-14 00:18:01+00:00,-51.38,-57.89,-61.28,-60.64,-63.35,-45.3,-54.45,-59.62,-50.42,-44.84,-45.15,-46.75,-58.44,-56.81,-46.51,-34.14,-56.3
2024-08-14 00:19:01+00:00,-51.89,-56.94,-60.62,-60.85,-65.03,-45.27,-54.44,-60.06,-50.31,-44.74,-45.3,-46.45,-59.24,-54.87,-46.79,-33.7,-56.41
2024-08-14 00:20:01+00:00,-51.92,-59.57,-62.72,-61.0,-65.06,-45.38,-54.95,-59.63,-50.55,-44.76,-45.21,-46.42,-61.5,-54.52,-46.77,-35.15,-57.03
2024-08-14 00:21:01+00:00,-51.81,-60.27,-61.25,-61.05,-63.14,-45.29,-54.65,-59.2,-50.06,-43.42,-45.04,-45.99,-60.7,-51.82,-46.89,-35.66,-56.77
2024-08-14 00:22:01+00:00,-51.57,-59.77,-61.5,-61.1,-65.59,-45.35,-54.34,-58.56,-49.75,-42.89,-45.15,-46.04,-58.77,-51.17,-47.3,-38.4,-55.42
