data,4500,11350,27200,58750,89750,19600,20270,20900,22600,23400,24000,26700,29700,45900,63850,77500,65800,data_parsed
2024-11-14T00:00:01+00:00,-54.20,-64.38,-66.10,-61.63,-63.98,-42.84,-49.32,-45.34,-55.21,-42.72,-52.87,-49.20,-60.05,-52.73,-50.42,-50.73,-49.55,2024-11-14 00:00:01+00:00
2024-11-14T00:02:01+00:00,-54.49,-64.06,-66.50,-61.79,-64.33,-50.38,-49.01,-45.02,-55.03,-42.24,-52.74,-49.13,-60.37,-51.66,-50.69,-50.02,-48.78,2024-11-14 00:02:01+00:00
2024-11-14T00:03:01+00:00,-54.42,-63.81,-66.26,-61.68,-64.91,-50.38,-48.64,-45.10,-55.03,-42.28,-52.88,-49.11,-60.28,-52.08,-50.76,-50.65,-50.98,2024-11-14 00:03:01+00:00
2024-11-14T00:04:01+00:00,-54.53,-62.74,-66.35,-61.69,-63.98,-50.47,-48.52,-45.13,-54.90,-42.54,-52.77,-49.05,-60.80,-51.97,-51.19,-50.07,-49.84,2024-11-14 00:04:01+00:00
2024-11-14T00:05:01+00:00,-54.20,-64.17,-66.41,-61.70,-63.51,-50.56,-49.07,-45.25,-54.85,-42.74,-52.66,-49.33,-61.31,-51.79,-51.09,-49.97,-49.14,2024-11-14 00:05:01+00:00
2024-11-14T00:06:01+00:00,-53.73,-64.17,-65.73,-61.79,-65.47,-50.46,-49.46,-45.16,-54.82,-42.70,-52.90,-48.99,-61.00,-51.29,-51.05,-49.34,-49.63,2024-11-14 00:06:01+00:00
2024-11-14T00:07:01+00:00,-53.83,-64.14,-65.89,-61.13,-64.93,-50.65,-49.14,-45.13,-54.84,-42.74,-52.49,-49.10,-61.42,-52.36,-50.63,-48.56,-48.21,2024-11-14 00:07:01+00:00
2024-11-14T00:08:01+00:00,-51.67,-65.51,-66.58,-61.78,-63.93,-50.67,-49.05,-45.18,-55.01,-42.82,-52.82,-49.21,-62.73,-52.12,-51.14,-48.32,-48.47,2024-11-14 00:08:01+00:00
2024-11-14T00:09:01+00:00,-51.31,-65.09,-66.86,-61.27,-63.92,-50.78,-49.28,-45.27,-54.90,-42.68,-53.07,-49.13,-62.91,-52.65,-51.28,-48.02,-47.91,2024-11-14 00:09:01+00:00
2024-11-14T00:10:01+00:00,-52.02,-65.29,-66.18,-61.11,-64.53,-50.72,-48.94,-45.28,-54.85,-42.70,-53.15,-49.16,-62.70,-51.09,-51.80,-47.22,-49.50,2024-11-14 00:10:01+00:00
2024-11-14T00:11:01+00:00,-53.01,-65.04,-66.66,-61.49,-63.38,-51.02,-49.35,-45.14,-54.82,-42.41,-53.42,-49.13,-62.37,-50.76,-52.12,-47.01,-49.17,2024-11-14 00:11:01+00:00
2024-11-14T00:12:01+00:00,-52.74,-64.94,-66.65,-61.07,-64.04,-50.97,-49.46,-45.02,-54.90,-42.40,-53.41,-49.04,-62.59,-51.81,-52.14,-47.12,-50.61,2024-11-14 00:12:01+00:00
2024-11-14T00:13:01+00:00,-52.71,-63.55,-66.28,-61.44,-64.79,-50.98,-49.20,-44.97,-54.60,-42.89,-53.03,-48.96,-62.38,-51.58,-52.10,-47.33,-49.44,2024-11-14 00:13:01+00:00
2024-11-14T00:14:01+00:00,-53.01,-65.01,-66.05,-61.47,-63.46,-51.05,-49.27,-44.82,-53.28,-43.08,-53.15,-48.87,-63.93,-52.00,-51.54,-47.52,-48.56,2024-11-14 00:14:01+00:00
2024-11-14T00:15:01+00:00,-51.73,-65.60,-65.80,-61.32,-62.88,-51.30,-49.25,-45.01,-53.20,-43.22,-53.06,-48.87,-61.80,-52.17,-51.98,-46.68,-50.58,2024-11-14 00:15:01+00:00
2024-11-14T00:16:01+00:00,-50.57,-65.77,-66.36,-61.63,-62.96,-51.04,-49.34,-45.04,-55.80,-43.38,-53.19,-48.84,-62.03,-51.62,-52.03,-46.09,-50.53,2024-11-14 00:16:01+00:00
2024-11-14T00:17:01+00:00,-51.92,-64.75,-66.20,-60.93,-64.00,-51.21,-48.94,-44.93,-55.66,-43.46,-53.11,-48.67,-62.06,-51.35,-52.00,-45.71,-50.80,2024-11-14 00:17:01+00:00
